Country,Year,Life_expectancy_at_birth,Expected_years_of_schooling,Average_of_years_of_schooling,GNI_per_capita_PPP,life_expectancy_index,Education_Index,GNI_Index,HDI_1,HDI_calculated,HDI_3,happiness_score,gdp_per_capita,family,health,freedom,generosity,government_trust,dystopia_residual,continent,social_support,cpi_score
India,2016,68.897,12.3,6.4,5760.0,0.75,0.59,0.61,0.64,0.65,0.64,4.565,0.64499,0.38174,0.51529,0.39786,0.26475,0.08492,2.27513,Asia,0.0,40
India,2015,68.607,12.0,6.3,5400.0,0.75,0.58,0.6,0.63,0.64,0.63,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.231538489,0.092226885,1.519117117,Asia,0.0,38
Iceland,2018,82.86,19.17,12.54,47566.45,0.97,0.99,0.93,0.94,0.96,0.94,7.495,1.343,0.0,0.914,0.677,0.353,0.138,0.0,Europe,1.644,76
Iceland,2017,82.725,19.3,12.4,54380.0,0.97,0.99,0.95,0.94,0.97,0.94,7.494,1.38,0.0,1.026,0.591,0.354,0.118,0.0,Europe,1.624,77
Iceland,2016,82.601,19.3,12.4,50990.0,0.96,0.99,0.94,0.93,0.96,0.93,7.561,1.30232,1.40223,0.94784,0.62877,0.4363,0.14145,2.70201,Europe,0.0,78
Iceland,2015,82.481,19.3,12.2,46480.0,0.96,0.98,0.93,0.93,0.96,0.93,7.504000187,1.48063302,1.610574007,0.833552122,0.627162635,0.475540221,0.153526559,2.322715282,Europe,0.0,79
Hungary,2018,76.7,15.12,11.89,27144.21,0.87,0.83,0.85,0.84,0.85,0.84,5.62,1.171,0.0,0.732,0.259,0.061,0.022,0.0,Europe,1.401,46
Hungary,2017,76.498,15.1,11.9,28340.0,0.87,0.83,0.85,0.84,0.85,0.84,5.758,1.201,0.0,0.828,0.199,0.081,0.02,0.0,Europe,1.41,45
Hungary,2016,76.266,15.1,11.9,26990.0,0.87,0.83,0.85,0.84,0.85,0.84,4.8,1.12094,1.20215,0.75905,0.32112,0.128,0.02758,1.24074,Europe,0.0,48
Hungary,2015,76.006,15.2,11.8,25460.0,0.86,0.83,0.84,0.84,0.84,0.83,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.078401662,0.036636937,1.716459274,Europe,0.0,51
Honduras,2018,75.09,10.21,6.6,4258.35,0.85,0.52,0.57,0.62,0.63,0.62,5.504,0.62,0.0,0.622,0.459,0.197,0.074,0.0,South America,1.205,29
Honduras,2017,74.898,10.2,6.5,5220.0,0.84,0.52,0.6,0.62,0.64,0.62,5.86,0.642,0.0,0.828,0.507,0.246,0.078,0.0,South America,1.236,29
Honduras,2016,74.701,10.2,6.5,4790.0,0.84,0.52,0.58,0.62,0.63,0.61,4.788,0.59532,0.95348,0.6951,0.40148,0.23027,0.06825,1.84408,South America,0.0,30
Honduras,2015,74.495,10.2,6.3,4490.0,0.84,0.52,0.57,0.61,0.63,0.61,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.236188874,0.073345453,2.065811157,South America,0.0,31
Haiti,2018,63.66,9.5,5.44,1664.89,0.67,0.47,0.42,0.5,0.51,0.5,3.582,0.315,0.0,0.289,0.025,0.392,0.104,0.0,South America,0.714,20
Haiti,2017,63.29,9.3,5.3,1770.0,0.67,0.46,0.43,0.5,0.51,0.5,3.597,0.323,0.0,0.449,0.026,0.419,0.11,0.0,South America,0.688,22
Haiti,2016,62.896,9.2,5.2,1770.0,0.66,0.45,0.43,0.5,0.51,0.5,4.518,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175,2.24173,South America,0.0,20
Haiti,2015,62.485,9.1,5.2,1710.0,0.65,0.45,0.43,0.49,0.5,0.49,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.489203781,0.09987215,1.697167635,South America,0.0,17
Guinea,2018,61.19,9.01,2.71,2211.0,0.63,0.38,0.47,0.47,0.48,0.47,3.964,0.344,0.0,0.211,0.394,0.185,0.094,0.0,South America,0.792,28
Guinea,2017,60.706,9.1,2.6,2410.0,0.63,0.38,0.48,0.46,0.48,0.46,4.534,0.38,0.0,0.375,0.332,0.207,0.086,0.0,South America,0.829,27
Guinea,2016,60.17,9.1,2.6,2050.0,0.62,0.38,0.46,0.46,0.47,0.45,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139,1.99172,South America,0.0,27
Guinea,2015,59.598,9.1,2.6,1790.0,0.61,0.38,0.44,0.45,0.46,0.44,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.264815092,0.110937618,1.552311897,South America,0.0,25
Guatemala,2018,74.06,10.62,6.47,7377.92,0.83,0.53,0.65,0.65,0.66,0.65,6.382,0.781,0.0,0.608,0.604,0.179,0.071,0.0,South America,1.268,27
Guatemala,2017,73.81,10.8,6.5,8200.0,0.83,0.54,0.67,0.65,0.67,0.65,6.436,0.8,0.0,0.746,0.535,0.175,0.078,0.0,South America,1.269,28
Guatemala,2016,73.541,10.8,6.5,7910.0,0.82,0.54,0.66,0.65,0.66,0.65,6.123,0.74553,1.04356,0.64425,0.57733,0.27489,0.09472,2.74255,South America,0.0,28
Guatemala,2015,73.25,10.8,6.3,7830.0,0.82,0.54,0.66,0.65,0.66,0.65,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.283488393,0.077223279,2.893891096,South America,0.0,28
Greece,2018,82.07,17.34,10.54,24909.34,0.95,0.87,0.83,0.87,0.88,0.87,5.358,1.154,0.0,0.879,0.131,0.0,0.044,0.0,Europe,1.202,45
Greece,2017,81.901,17.3,10.8,29150.0,0.95,0.88,0.86,0.87,0.89,0.87,5.287,1.181,0.0,0.999,0.067,0.0,0.034,0.0,Europe,1.156,48
Greece,2016,81.727,17.3,10.8,27820.0,0.95,0.88,0.85,0.87,0.89,0.87,4.857,1.15406,0.92933,0.88213,0.07699,0.0,0.01397,1.80101,Europe,0.0,44
Greece,2015,81.548,17.3,10.6,26940.0,0.95,0.87,0.85,0.87,0.89,0.87,5.227000237,1.289487481,1.239414573,0.810198903,0.095731251,0.0,0.043289777,1.749221563,Europe,0.0,46
Ghana,2018,63.78,11.52,7.18,4098.86,0.67,0.58,0.56,0.6,0.6,0.6,4.657,0.592,0.0,0.337,0.499,0.212,0.029,0.0,Africa,0.896,41
Ghana,2017,63.463,11.6,7.1,4860.0,0.67,0.58,0.59,0.59,0.61,0.59,4.996,0.611,0.0,0.486,0.381,0.245,0.04,0.0,Africa,0.868,40
Ghana,2016,63.124,11.6,7.1,4800.0,0.66,0.58,0.58,0.59,0.61,0.59,4.633,0.54558,0.67954,0.40132,0.42342,0.23087,0.04355,2.30919,Africa,0.0,43
Ghana,2015,62.772,11.7,6.9,5050.0,0.66,0.58,0.59,0.58,0.61,0.59,4.119999886,0.667224824,0.873664737,0.295637727,0.423026294,0.256923944,0.02533637,1.577867508,Africa,0.0,47
Germany,2018,81.18,17.1,14.13,46945.95,0.94,0.96,0.93,0.94,0.94,0.94,6.965,1.34,0.0,0.861,0.586,0.273,0.28,0.0,Europe,1.474,80
Germany,2017,81.039,17.0,14.1,54370.0,0.94,0.96,0.95,0.94,0.95,0.94,6.985,1.373,0.0,0.987,0.495,0.261,0.265,0.0,Europe,1.454,81
Germany,2016,80.902,17.0,14.1,51810.0,0.94,0.96,0.94,0.94,0.95,0.93,6.75,1.32792,1.29937,0.89186,0.61477,0.28214,0.21843,2.11569,Europe,0.0,81
Germany,2015,80.77,17.0,14.1,48770.0,0.93,0.96,0.93,0.93,0.94,0.93,6.951000214,1.487923384,1.472520351,0.798950732,0.562511384,0.33626917,0.276731938,2.015769958,Europe,0.0,81
Georgia,2018,73.6,15.43,12.81,9569.52,0.82,0.87,0.69,0.79,0.79,0.79,4.34,0.853,0.0,0.643,0.375,0.038,0.215,0.0,Asia,0.592,58
Georgia,2017,73.414,15.0,12.8,12910.0,0.82,0.86,0.73,0.78,0.8,0.78,4.519,0.886,0.0,0.752,0.346,0.043,0.164,0.0,Asia,0.666,56
Georgia,2016,73.207,15.0,12.8,11760.0,0.82,0.86,0.72,0.78,0.8,0.78,4.297,0.7419,0.38562,0.72926,0.40577,0.05547,0.38331,1.59541,Asia,0.0,57
Georgia,2015,72.973,14.7,12.7,11420.0,0.81,0.84,0.72,0.77,0.79,0.77,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.054008815,0.251666635,1.500137806,Asia,0.0,52
Gabon,2018,66.19,12.9,8.32,15794.08,0.71,0.66,0.76,0.7,0.71,0.7,4.758,1.036,0.0,0.404,0.356,0.032,0.052,0.0,Africa,1.164,31
Gabon,2017,65.839,12.8,8.2,14060.0,0.71,0.65,0.75,0.7,0.7,0.7,4.799,1.057,0.0,0.571,0.295,0.043,0.055,0.0,Africa,1.183,32
Gabon,2016,65.418,12.6,8.2,13180.0,0.7,0.65,0.74,0.7,0.69,0.7,3.896,1.06024,0.90528,0.43372,0.31914,0.06822,0.11091,0.99895,Africa,0.0,35
Gabon,2015,64.913,12.6,8.1,13480.0,0.69,0.65,0.74,0.69,0.69,0.69,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.043785378,0.076046787,1.322916269,Africa,0.0,34
France,2018,82.54,15.49,11.42,40510.78,0.96,0.83,0.91,0.89,0.9,0.89,6.489,1.293,0.0,0.908,0.52,0.098,0.176,0.0,Europe,1.466,72
France,2017,82.432,16.4,11.5,45850.0,0.96,0.87,0.93,0.89,0.92,0.9,6.592,1.324,0.0,1.045,0.436,0.111,0.183,0.0,Europe,1.472,70
France,2016,82.328,16.4,11.5,43830.0,0.96,0.87,0.92,0.89,0.91,0.9,6.575,1.27778,1.26038,0.94579,0.55011,0.12332,0.20646,2.21126,Europe,0.0,69
France,2015,82.224,16.4,11.5,41740.0,0.96,0.87,0.91,0.89,0.91,0.9,6.441999912,1.430923462,1.387776852,0.844465852,0.470222116,0.129762307,0.172502428,2.005954742,Europe,0.0,70
Finland,2018,81.74,19.32,12.44,41779.26,0.95,0.99,0.91,0.93,0.95,0.93,7.632,1.305,0.0,0.874,0.681,0.202,0.393,0.0,Europe,1.592,85
Finland,2017,81.561,17.6,12.4,47480.0,0.95,0.93,0.93,0.92,0.94,0.92,7.769,1.34,0.0,0.986,0.596,0.153,0.393,0.0,Europe,1.587,85
Finland,2016,81.382,17.6,12.4,45150.0,0.94,0.93,0.92,0.92,0.93,0.92,7.406,1.29025,1.31826,0.88911,0.64169,0.23351,0.41372,2.61955,Europe,0.0,89
Finland,2015,81.196,17.6,12.4,42950.0,0.94,0.93,0.92,0.92,0.93,0.92,7.468999863,1.443571925,1.540246725,0.80915767,0.617950857,0.245482773,0.382611543,2.430181503,Europe,0.0,90
Ethiopia,2018,66.24,8.71,2.8,1781.76,0.71,0.37,0.44,0.47,0.48,0.47,4.35,0.308,0.0,0.391,0.452,0.22,0.146,0.0,Africa,0.95,34
Ethiopia,2017,65.872,8.5,2.7,2010.0,0.71,0.36,0.45,0.47,0.49,0.46,4.286,0.336,0.0,0.532,0.344,0.209,0.1,0.0,Africa,1.033,35
Ethiopia,2016,65.482,8.5,2.7,1870.0,0.7,0.36,0.44,0.46,0.48,0.46,4.512,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048,2.44876,Africa,0.0,34
Ethiopia,2015,65.048,8.5,2.6,1650.0,0.69,0.36,0.42,0.45,0.47,0.45,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.31265074,0.165455714,2.015743732,Africa,0.0,33
Estonia,2018,78.57,16.06,13.03,30378.63,0.9,0.9,0.86,0.88,0.89,0.88,5.739,1.2,0.0,0.737,0.553,0.086,0.174,0.0,Europe,1.532,73
Estonia,2017,78.354,16.1,12.7,32930.0,0.9,0.89,0.88,0.88,0.89,0.87,5.893,1.237,0.0,0.874,0.495,0.103,0.161,0.0,Europe,1.528,71
Estonia,2016,78.097,16.1,12.6,30510.0,0.89,0.89,0.86,0.88,0.88,0.87,5.429,1.15174,1.22791,0.77361,0.44888,0.0868,0.15184,1.58782,Europe,0.0,70
Estonia,2015,77.783,16.1,12.7,28570.0,0.89,0.89,0.85,0.87,0.88,0.87,5.611000061,1.32087934,1.4766711,0.695168316,0.47913143,0.098890811,0.183248922,1.357508659,Europe,0.0,70
El Salvador,2018,73.1,12.04,6.94,6973.46,0.82,0.59,0.64,0.67,0.68,0.67,6.167,0.806,0.0,0.639,0.461,0.065,0.082,0.0,South America,1.231,35
El Salvador,2017,72.872,12.6,6.9,7970.0,0.81,0.61,0.66,0.66,0.69,0.67,6.253,0.794,0.0,0.789,0.43,0.093,0.074,0.0,South America,1.242,33
El Salvador,2016,72.644,12.6,6.9,7620.0,0.81,0.61,0.65,0.66,0.69,0.68,6.13,0.76454,1.02507,0.67737,0.4035,0.10692,0.11776,3.035,South America,0.0,36
El Salvador,2015,72.412,12.6,6.6,7240.0,0.81,0.6,0.65,0.66,0.68,0.67,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.078257985,0.08998096,2.714593887,South America,0.0,39
Egypt,2018,71.83,13.1,7.33,10743.81,0.8,0.64,0.71,0.7,0.71,0.7,4.419,0.885,0.0,0.553,0.312,0.092,0.107,0.0,Africa,1.025,35
Egypt,2017,71.656,13.1,7.2,10800.0,0.79,0.64,0.71,0.7,0.71,0.7,4.166,0.913,0.0,0.644,0.241,0.076,0.067,0.0,Africa,1.039,32
Egypt,2016,71.482,13.1,7.2,10850.0,0.79,0.64,0.71,0.69,0.71,0.69,4.194,0.8818,0.747,0.61712,0.17288,0.11291,0.06324,1.59927,Africa,0.0,34
Egypt,2015,71.302,13.1,7.1,11160.0,0.79,0.63,0.71,0.69,0.71,0.69,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.128631443,0.114381365,1.702161074,Africa,0.0,36
Ecuador,2018,76.8,14.92,8.99,10141.15,0.87,0.75,0.7,0.76,0.77,0.76,5.973,0.889,0.0,0.736,0.556,0.114,0.12,0.0,South America,1.33,34
Ecuador,2017,76.584,14.7,8.7,11350.0,0.87,0.73,0.71,0.76,0.77,0.75,6.028,0.912,0.0,0.868,0.498,0.126,0.087,0.0,South America,1.312,32
Ecuador,2016,76.365,14.6,8.7,10830.0,0.87,0.73,0.71,0.76,0.76,0.75,5.975,0.86402,0.99903,0.79075,0.48574,0.11541,0.1809,2.53942,South America,0.0,31
Ecuador,2015,76.143,14.3,8.4,10870.0,0.86,0.71,0.71,0.76,0.76,0.74,6.007999897,1.000820398,1.286168814,0.685636222,0.455198199,0.150112465,0.140134647,2.290352583,South America,0.0,32
Dominican Republic,2018,73.89,14.14,7.94,15074.26,0.83,0.69,0.76,0.74,0.76,0.74,5.302,0.982,0.0,0.614,0.578,0.12,0.106,0.0,South America,1.441,30
Dominican Republic,2017,73.689,13.7,7.8,15940.0,0.83,0.67,0.77,0.74,0.75,0.74,5.425,1.015,0.0,0.779,0.497,0.113,0.101,0.0,South America,1.401,29
Dominican Republic,2016,73.471,13.7,7.8,15420.0,0.82,0.67,0.76,0.74,0.75,0.73,4.885,0.89537,1.17202,0.66825,0.57672,0.21684,0.14234,1.21305,South America,0.0,31
Dominican Republic,2015,73.241,13.8,7.8,14130.0,0.82,0.68,0.75,0.73,0.75,0.73,5.230000019,1.079373837,1.402416706,0.574873745,0.552589834,0.18696785,0.113945253,1.31946516,South America,0.0,33
Denmark,2018,80.78,19.07,12.59,48836.09,0.94,0.99,0.94,0.93,0.95,0.93,7.555,1.351,0.0,0.868,0.683,0.284,0.408,0.0,Europe,1.59,88
Denmark,2017,80.681,19.1,12.6,56360.0,0.93,0.99,0.96,0.93,0.96,0.93,7.6,1.383,0.0,0.996,0.592,0.252,0.41,0.0,Europe,1.573,88
Denmark,2016,80.583,19.1,12.6,53110.0,0.93,0.99,0.95,0.93,0.96,0.93,7.527,1.32548,1.36058,0.87464,0.64938,0.34139,0.48357,2.49204,Europe,0.0,90
Denmark,2015,80.475,19.2,12.5,50560.0,0.93,0.99,0.94,0.93,0.95,0.93,7.521999836,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352,Europe,0.0,91
Cyprus,2018,80.83,14.67,12.1,33100.32,0.94,0.83,0.88,0.87,0.88,0.87,5.762,1.229,0.0,0.909,0.423,0.202,0.035,0.0,Asia,1.191,59
Cyprus,2017,80.672,14.6,12.1,35750.0,0.93,0.82,0.89,0.87,0.88,0.87,6.046,1.263,0.0,1.042,0.406,0.19,0.041,0.0,Asia,1.223,57
Cyprus,2016,80.513,14.6,12.1,33000.0,0.93,0.82,0.88,0.87,0.88,0.87,5.689,1.20813,0.89318,0.92356,0.40672,0.30638,0.06146,1.88931,Asia,0.0,55
Cyprus,2015,80.35,14.3,11.9,31510.0,0.93,0.81,0.87,0.86,0.87,0.86,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.271254301,0.041237976,1.621249199,Asia,0.0,61
Croatia,2018,78.34,14.96,11.41,23060.96,0.9,0.82,0.82,0.84,0.84,0.84,5.321,1.115,0.0,0.737,0.38,0.12,0.039,0.0,Europe,1.161,48
Croatia,2017,78.197,15.0,11.3,26310.0,0.9,0.81,0.84,0.84,0.85,0.83,5.432,1.155,0.0,0.914,0.296,0.119,0.022,0.0,Europe,1.266,49
Croatia,2016,78.049,15.0,11.3,24130.0,0.89,0.81,0.83,0.83,0.84,0.83,5.759,1.08254,0.79624,0.78805,0.25883,0.05444,0.0243,2.75414,Europe,0.0,49
Croatia,2015,77.892,15.1,11.2,22870.0,0.89,0.81,0.82,0.83,0.84,0.83,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.248002976,0.04310311,1.854492426,Europe,0.0,51
Costa Rica,2018,80.1,15.38,8.67,14789.93,0.92,0.75,0.75,0.79,0.81,0.79,7.072,1.01,0.0,0.817,0.632,0.143,0.101,0.0,South America,1.459,56
Costa Rica,2017,79.914,15.4,8.8,18040.0,0.92,0.76,0.78,0.79,0.82,0.79,7.167,1.034,0.0,0.963,0.558,0.144,0.093,0.0,South America,1.441,59
Costa Rica,2016,79.738,15.2,8.8,17230.0,0.92,0.75,0.78,0.79,0.81,0.79,7.226,0.95578,1.23788,0.86027,0.63376,0.25497,0.10583,3.17728,South America,0.0,58
Costa Rica,2015,79.565,15.1,8.8,16310.0,0.92,0.75,0.77,0.79,0.81,0.79,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.214613229,0.100106589,2.898639202,South America,0.0,55
Colombia,2018,77.11,14.6,8.33,12895.59,0.88,0.72,0.73,0.76,0.77,0.76,6.26,0.96,0.0,0.635,0.531,0.099,0.039,0.0,South America,1.439,36
Colombia,2017,76.925,14.4,8.3,14050.0,0.88,0.71,0.75,0.76,0.77,0.75,6.125,0.985,0.0,0.841,0.47,0.099,0.034,0.0,South America,1.41,37
Colombia,2016,76.732,14.4,8.3,13800.0,0.87,0.71,0.74,0.76,0.77,0.75,6.477,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512,2.85737,South America,0.0,37
Colombia,2015,76.531,14.4,8.1,13700.0,0.87,0.71,0.74,0.75,0.77,0.74,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,2.616068125,South America,0.0,37
China,2018,84.69,16.51,12.04,60220.8,1.0,0.88,0.97,0.94,0.95,0.94,5.246,0.989,0.0,0.799,0.597,0.029,0.103,0.0,Asia,1.142,39
China,2018,76.7,13.89,7.9,16126.57,0.87,0.68,0.77,0.76,0.77,0.76,5.246,0.989,0.0,0.799,0.597,0.029,0.103,0.0,Asia,1.142,39
China,2017,76.47,13.8,7.8,14140.0,0.87,0.68,0.75,0.75,0.76,0.75,5.191,1.029,0.0,0.893,0.521,0.058,0.1,0.0,Asia,1.125,41
China,2017,76.47,13.8,7.8,62530.0,0.87,0.68,0.97,0.94,0.83,0.75,5.191,1.029,0.0,0.893,0.521,0.058,0.1,0.0,Asia,1.125,41
China,2016,76.21,13.8,7.8,13400.0,0.86,0.68,0.74,0.75,0.76,0.75,5.14,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781,1.8604,Asia,0.0,40
China,2016,76.21,13.8,7.8,58670.0,0.86,0.68,0.96,0.93,0.83,0.75,5.14,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781,1.8604,Asia,0.0,40
China,2015,75.928,13.8,7.7,12880.0,0.86,0.67,0.73,0.74,0.75,0.74,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.028806841,0.022794275,1.764938593,Asia,0.0,37
China,2015,75.928,13.8,7.7,57450.0,0.86,0.67,0.96,0.93,0.82,0.74,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.028806841,0.022794275,1.764938593,Asia,0.0,37
Chile,2018,80.04,16.53,10.45,21972.28,0.92,0.84,0.81,0.85,0.86,0.85,6.476,1.131,0.0,0.808,0.431,0.197,0.061,0.0,South America,1.331,67
Chile,2017,79.909,16.4,10.3,22750.0,0.92,0.83,0.82,0.84,0.86,0.84,6.444,1.159,0.0,0.92,0.357,0.187,0.056,0.0,South America,1.369,67
Chile,2016,79.779,16.4,10.3,22080.0,0.92,0.83,0.82,0.84,0.85,0.84,6.67,1.10715,1.12447,0.85857,0.44132,0.33363,0.12869,2.67585,South America,0.0,66
Chile,2015,79.646,16.3,10.3,22010.0,0.92,0.83,0.81,0.84,0.85,0.84,6.65199995,1.25278461,1.284024954,0.819479704,0.376895279,0.326662421,0.082287982,2.509585857,South America,0.0,70
